subject,PCR,uniqueseq,count,freq
91,F3F_S2R,F3F_S2R.23,0,0
92,F3F_S2R,F3F_S2R.23,0,0
93,F3F_S2R,F3F_S2R.23,0,0
95,F3F_S2R,F3F_S2R.23,3,0.329308452250274
10,F3F_S2R,F3F_S2R.24,0,0
12,F3F_S2R,F3F_S2R.24,0,0
13,F3F_S2R,F3F_S2R.24,0,0
15,F3F_S2R,F3F_S2R.24,0,0
16,F3F_S2R,F3F_S2R.24,0,0
17,F3F_S2R,F3F_S2R.24,0,0
18,F3F_S2R,F3F_S2R.24,0,0
2,F3F_S2R,F3F_S2R.24,0,0
20,F3F_S2R,F3F_S2R.24,0,0
21,F3F_S2R,F3F_S2R.24,0,0
23,F3F_S2R,F3F_S2R.24,0,0
24,F3F_S2R,F3F_S2R.24,0,0
25,F3F_S2R,F3F_S2R.24,0,0
26,F3F_S2R,F3F_S2R.24,0,0
27,F3F_S2R,F3F_S2R.24,0,0
28,F3F_S2R,F3F_S2R.24,0,0
29,F3F_S2R,F3F_S2R.24,0,0
30,F3F_S2R,F3F_S2R.24,0,0
31,F3F_S2R,F3F_S2R.24,0,0
34,F3F_S2R,F3F_S2R.24,0,0
36,F3F_S2R,F3F_S2R.24,0,0
37,F3F_S2R,F3F_S2R.24,0,0
38,F3F_S2R,F3F_S2R.24,1,0.78125
39,F3F_S2R,F3F_S2R.24,0,0
40,F3F_S2R,F3F_S2R.24,0,0
42,F3F_S2R,F3F_S2R.24,0,0
44,F3F_S2R,F3F_S2R.24,0,0
45,F3F_S2R,F3F_S2R.24,0,0
46,F3F_S2R,F3F_S2R.24,0,0
47,F3F_S2R,F3F_S2R.24,0,0
5,F3F_S2R,F3F_S2R.24,0,0
50,F3F_S2R,F3F_S2R.24,0,0
51,F3F_S2R,F3F_S2R.24,0,0
52,F3F_S2R,F3F_S2R.24,0,0
53,F3F_S2R,F3F_S2R.24,0,0
54,F3F_S2R,F3F_S2R.24,1,0.0752445447705041
55,F3F_S2R,F3F_S2R.24,0,0
56,F3F_S2R,F3F_S2R.24,0,0
57,F3F_S2R,F3F_S2R.24,0,0
58,F3F_S2R,F3F_S2R.24,0,0
59,F3F_S2R,F3F_S2R.24,0,0
6,F3F_S2R,F3F_S2R.24,0,0
61,F3F_S2R,F3F_S2R.24,0,0
62,F3F_S2R,F3F_S2R.24,0,0
63,F3F_S2R,F3F_S2R.24,0,0
66,F3F_S2R,F3F_S2R.24,0,0
67,F3F_S2R,F3F_S2R.24,0,0
68,F3F_S2R,F3F_S2R.24,0,0
69,F3F_S2R,F3F_S2R.24,0,0
7,F3F_S2R,F3F_S2R.24,0,0
70,F3F_S2R,F3F_S2R.24,0,0
71,F3F_S2R,F3F_S2R.24,0,0
72,F3F_S2R,F3F_S2R.24,0,0
73,F3F_S2R,F3F_S2R.24,0,0
75,F3F_S2R,F3F_S2R.24,0,0
76,F3F_S2R,F3F_S2R.24,0,0
77,F3F_S2R,F3F_S2R.24,0,0
78,F3F_S2R,F3F_S2R.24,0,0
79,F3F_S2R,F3F_S2R.24,0,0
8,F3F_S2R,F3F_S2R.24,65,24.3445692883895
80,F3F_S2R,F3F_S2R.24,0,0
81,F3F_S2R,F3F_S2R.24,1,0.0494559841740851
82,F3F_S2R,F3F_S2R.24,0,0
84,F3F_S2R,F3F_S2R.24,0,0
85,F3F_S2R,F3F_S2R.24,0,0
87,F3F_S2R,F3F_S2R.24,0,0
91,F3F_S2R,F3F_S2R.24,0,0
92,F3F_S2R,F3F_S2R.24,0,0
93,F3F_S2R,F3F_S2R.24,2,0.0427990584207147
95,F3F_S2R,F3F_S2R.24,0,0
10,F3F_S2R,F3F_S2R.25,1,0.0417885499373172
12,F3F_S2R,F3F_S2R.25,0,0
13,F3F_S2R,F3F_S2R.25,0,0
15,F3F_S2R,F3F_S2R.25,0,0
16,F3F_S2R,F3F_S2R.25,0,0
17,F3F_S2R,F3F_S2R.25,0,0
18,F3F_S2R,F3F_S2R.25,0,0
2,F3F_S2R,F3F_S2R.25,0,0
20,F3F_S2R,F3F_S2R.25,0,0
21,F3F_S2R,F3F_S2R.25,0,0
23,F3F_S2R,F3F_S2R.25,0,0
24,F3F_S2R,F3F_S2R.25,0,0
25,F3F_S2R,F3F_S2R.25,0,0
26,F3F_S2R,F3F_S2R.25,0,0
27,F3F_S2R,F3F_S2R.25,0,0
28,F3F_S2R,F3F_S2R.25,0,0
29,F3F_S2R,F3F_S2R.25,0,0
30,F3F_S2R,F3F_S2R.25,0,0
31,F3F_S2R,F3F_S2R.25,23,0.423260949576739
34,F3F_S2R,F3F_S2R.25,1,0.303030303030303
36,F3F_S2R,F3F_S2R.25,1,0.0689179875947622
37,F3F_S2R,F3F_S2R.25,0,0
38,F3F_S2R,F3F_S2R.25,0,0
39,F3F_S2R,F3F_S2R.25,0,0
40,F3F_S2R,F3F_S2R.25,0,0
42,F3F_S2R,F3F_S2R.25,0,0
44,F3F_S2R,F3F_S2R.25,0,0
45,F3F_S2R,F3F_S2R.25,0,0
46,F3F_S2R,F3F_S2R.25,2,0.0944287063267233
47,F3F_S2R,F3F_S2R.25,0,0
5,F3F_S2R,F3F_S2R.25,0,0
50,F3F_S2R,F3F_S2R.25,0,0
51,F3F_S2R,F3F_S2R.25,0,0
52,F3F_S2R,F3F_S2R.25,1,0.25974025974026
53,F3F_S2R,F3F_S2R.25,0,0
54,F3F_S2R,F3F_S2R.25,0,0
55,F3F_S2R,F3F_S2R.25,3,0.34443168771527
56,F3F_S2R,F3F_S2R.25,0,0
57,F3F_S2R,F3F_S2R.25,0,0
58,F3F_S2R,F3F_S2R.25,0,0
59,F3F_S2R,F3F_S2R.25,0,0
6,F3F_S2R,F3F_S2R.25,0,0
61,F3F_S2R,F3F_S2R.25,0,0
62,F3F_S2R,F3F_S2R.25,0,0
63,F3F_S2R,F3F_S2R.25,0,0
66,F3F_S2R,F3F_S2R.25,2,0.053835800807537
67,F3F_S2R,F3F_S2R.25,0,0
68,F3F_S2R,F3F_S2R.25,1,0.0453103760761214
69,F3F_S2R,F3F_S2R.25,0,0
7,F3F_S2R,F3F_S2R.25,1,0.0258064516129032
70,F3F_S2R,F3F_S2R.25,0,0
71,F3F_S2R,F3F_S2R.25,0,0
72,F3F_S2R,F3F_S2R.25,0,0
73,F3F_S2R,F3F_S2R.25,0,0
75,F3F_S2R,F3F_S2R.25,0,0
76,F3F_S2R,F3F_S2R.25,2,0.257731958762887
77,F3F_S2R,F3F_S2R.25,0,0
78,F3F_S2R,F3F_S2R.25,0,0
79,F3F_S2R,F3F_S2R.25,6,0.148367952522255
8,F3F_S2R,F3F_S2R.25,0,0
80,F3F_S2R,F3F_S2R.25,0,0
81,F3F_S2R,F3F_S2R.25,1,0.0494559841740851
82,F3F_S2R,F3F_S2R.25,1,0.020703933747412
84,F3F_S2R,F3F_S2R.25,0,0
85,F3F_S2R,F3F_S2R.25,0,0
87,F3F_S2R,F3F_S2R.25,1,0.0421762969211303
91,F3F_S2R,F3F_S2R.25,1,0.0564652738565782
92,F3F_S2R,F3F_S2R.25,0,0
93,F3F_S2R,F3F_S2R.25,0,0
95,F3F_S2R,F3F_S2R.25,0,0
10,F3F_S2R,F3F_S2R.26,0,0
12,F3F_S2R,F3F_S2R.26,0,0
13,F3F_S2R,F3F_S2R.26,0,0
15,F3F_S2R,F3F_S2R.26,0,0
16,F3F_S2R,F3F_S2R.26,0,0
17,F3F_S2R,F3F_S2R.26,0,0
18,F3F_S2R,F3F_S2R.26,0,0
2,F3F_S2R,F3F_S2R.26,0,0
20,F3F_S2R,F3F_S2R.26,0,0
21,F3F_S2R,F3F_S2R.26,0,0
23,F3F_S2R,F3F_S2R.26,0,0
24,F3F_S2R,F3F_S2R.26,0,0
25,F3F_S2R,F3F_S2R.26,0,0
26,F3F_S2R,F3F_S2R.26,0,0
27,F3F_S2R,F3F_S2R.26,0,0
28,F3F_S2R,F3F_S2R.26,0,0
29,F3F_S2R,F3F_S2R.26,0,0
30,F3F_S2R,F3F_S2R.26,0,0
31,F3F_S2R,F3F_S2R.26,16,0.294442399705558
34,F3F_S2R,F3F_S2R.26,0,0
36,F3F_S2R,F3F_S2R.26,0,0
37,F3F_S2R,F3F_S2R.26,0,0
38,F3F_S2R,F3F_S2R.26,0,0
39,F3F_S2R,F3F_S2R.26,0,0
40,F3F_S2R,F3F_S2R.26,0,0
42,F3F_S2R,F3F_S2R.26,0,0
44,F3F_S2R,F3F_S2R.26,0,0
45,F3F_S2R,F3F_S2R.26,0,0
46,F3F_S2R,F3F_S2R.26,0,0
47,F3F_S2R,F3F_S2R.26,2,0.302571860816944
5,F3F_S2R,F3F_S2R.26,0,0
50,F3F_S2R,F3F_S2R.26,0,0
51,F3F_S2R,F3F_S2R.26,0,0
52,F3F_S2R,F3F_S2R.26,0,0
53,F3F_S2R,F3F_S2R.26,0,0
54,F3F_S2R,F3F_S2R.26,0,0
55,F3F_S2R,F3F_S2R.26,3,0.34443168771527
56,F3F_S2R,F3F_S2R.26,0,0
57,F3F_S2R,F3F_S2R.26,0,0
58,F3F_S2R,F3F_S2R.26,1,0.049480455220188
59,F3F_S2R,F3F_S2R.26,0,0
6,F3F_S2R,F3F_S2R.26,0,0
61,F3F_S2R,F3F_S2R.26,0,0
62,F3F_S2R,F3F_S2R.26,0,0
63,F3F_S2R,F3F_S2R.26,0,0
66,F3F_S2R,F3F_S2R.26,2,0.053835800807537
67,F3F_S2R,F3F_S2R.26,0,0
68,F3F_S2R,F3F_S2R.26,0,0
69,F3F_S2R,F3F_S2R.26,0,0
7,F3F_S2R,F3F_S2R.26,5,0.129032258064516
70,F3F_S2R,F3F_S2R.26,0,0
71,F3F_S2R,F3F_S2R.26,0,0
72,F3F_S2R,F3F_S2R.26,0,0
73,F3F_S2R,F3F_S2R.26,0,0
75,F3F_S2R,F3F_S2R.26,0,0
76,F3F_S2R,F3F_S2R.26,3,0.38659793814433
77,F3F_S2R,F3F_S2R.26,0,0
78,F3F_S2R,F3F_S2R.26,0,0
79,F3F_S2R,F3F_S2R.26,6,0.148367952522255
8,F3F_S2R,F3F_S2R.26,0,0
80,F3F_S2R,F3F_S2R.26,0,0
81,F3F_S2R,F3F_S2R.26,0,0
82,F3F_S2R,F3F_S2R.26,0,0
84,F3F_S2R,F3F_S2R.26,0,0
85,F3F_S2R,F3F_S2R.26,1,0.0176180408738548
87,F3F_S2R,F3F_S2R.26,2,0.0843525938422607
91,F3F_S2R,F3F_S2R.26,0,0
92,F3F_S2R,F3F_S2R.26,0,0
93,F3F_S2R,F3F_S2R.26,0,0
95,F3F_S2R,F3F_S2R.26,0,0
10,F3F_S2R,F3F_S2R.29,0,0
12,F3F_S2R,F3F_S2R.29,0,0
13,F3F_S2R,F3F_S2R.29,0,0
15,F3F_S2R,F3F_S2R.29,0,0
16,F3F_S2R,F3F_S2R.29,0,0
17,F3F_S2R,F3F_S2R.29,0,0
18,F3F_S2R,F3F_S2R.29,0,0
2,F3F_S2R,F3F_S2R.29,0,0
20,F3F_S2R,F3F_S2R.29,0,0
21,F3F_S2R,F3F_S2R.29,0,0
23,F3F_S2R,F3F_S2R.29,0,0
24,F3F_S2R,F3F_S2R.29,0,0
25,F3F_S2R,F3F_S2R.29,0,0
26,F3F_S2R,F3F_S2R.29,0,0
27,F3F_S2R,F3F_S2R.29,0,0
28,F3F_S2R,F3F_S2R.29,0,0
29,F3F_S2R,F3F_S2R.29,0,0
30,F3F_S2R,F3F_S2R.29,0,0
31,F3F_S2R,F3F_S2R.29,0,0
34,F3F_S2R,F3F_S2R.29,0,0
36,F3F_S2R,F3F_S2R.29,0,0
37,F3F_S2R,F3F_S2R.29,0,0
38,F3F_S2R,F3F_S2R.29,0,0
39,F3F_S2R,F3F_S2R.29,0,0
40,F3F_S2R,F3F_S2R.29,0,0
42,F3F_S2R,F3F_S2R.29,0,0
44,F3F_S2R,F3F_S2R.29,0,0
45,F3F_S2R,F3F_S2R.29,0,0
46,F3F_S2R,F3F_S2R.29,2,0.0944287063267233
47,F3F_S2R,F3F_S2R.29,0,0
5,F3F_S2R,F3F_S2R.29,0,0
50,F3F_S2R,F3F_S2R.29,0,0
51,F3F_S2R,F3F_S2R.29,0,0
52,F3F_S2R,F3F_S2R.29,0,0
53,F3F_S2R,F3F_S2R.29,0,0
54,F3F_S2R,F3F_S2R.29,0,0
55,F3F_S2R,F3F_S2R.29,0,0
56,F3F_S2R,F3F_S2R.29,3,0.16260162601626
57,F3F_S2R,F3F_S2R.29,0,0
58,F3F_S2R,F3F_S2R.29,2,0.0989609104403761
59,F3F_S2R,F3F_S2R.29,0,0
6,F3F_S2R,F3F_S2R.29,0,0
61,F3F_S2R,F3F_S2R.29,0,0
62,F3F_S2R,F3F_S2R.29,0,0
63,F3F_S2R,F3F_S2R.29,0,0
66,F3F_S2R,F3F_S2R.29,0,0
67,F3F_S2R,F3F_S2R.29,0,0
68,F3F_S2R,F3F_S2R.29,0,0
69,F3F_S2R,F3F_S2R.29,0,0
7,F3F_S2R,F3F_S2R.29,4,0.103225806451613
70,F3F_S2R,F3F_S2R.29,7,0.155486450466459
71,F3F_S2R,F3F_S2R.29,2,0.051413881748072
72,F3F_S2R,F3F_S2R.29,0,0
73,F3F_S2R,F3F_S2R.29,2,0.113378684807256
75,F3F_S2R,F3F_S2R.29,0,0
76,F3F_S2R,F3F_S2R.29,0,0
77,F3F_S2R,F3F_S2R.29,0,0
78,F3F_S2R,F3F_S2R.29,2,0.0510204081632653
79,F3F_S2R,F3F_S2R.29,0,0
8,F3F_S2R,F3F_S2R.29,0,0
80,F3F_S2R,F3F_S2R.29,0,0
81,F3F_S2R,F3F_S2R.29,0,0
82,F3F_S2R,F3F_S2R.29,0,0
84,F3F_S2R,F3F_S2R.29,0,0
85,F3F_S2R,F3F_S2R.29,0,0
87,F3F_S2R,F3F_S2R.29,1,0.0421762969211303
91,F3F_S2R,F3F_S2R.29,1,0.0564652738565782
92,F3F_S2R,F3F_S2R.29,0,0
93,F3F_S2R,F3F_S2R.29,1,0.0213995292103574
95,F3F_S2R,F3F_S2R.29,0,0
10,F3F_S2R,F3F_S2R.31,0,0
12,F3F_S2R,F3F_S2R.31,0,0
13,F3F_S2R,F3F_S2R.31,0,0
15,F3F_S2R,F3F_S2R.31,1,0.0488997555012225
16,F3F_S2R,F3F_S2R.31,0,0
17,F3F_S2R,F3F_S2R.31,0,0
18,F3F_S2R,F3F_S2R.31,0,0
2,F3F_S2R,F3F_S2R.31,0,0
20,F3F_S2R,F3F_S2R.31,0,0
21,F3F_S2R,F3F_S2R.31,0,0
23,F3F_S2R,F3F_S2R.31,1,0.0128238009746089
24,F3F_S2R,F3F_S2R.31,0,0
25,F3F_S2R,F3F_S2R.31,0,0
26,F3F_S2R,F3F_S2R.31,0,0
27,F3F_S2R,F3F_S2R.31,0,0
28,F3F_S2R,F3F_S2R.31,0,0
29,F3F_S2R,F3F_S2R.31,0,0
30,F3F_S2R,F3F_S2R.31,0,0
31,F3F_S2R,F3F_S2R.31,8,0.147221199852779
34,F3F_S2R,F3F_S2R.31,0,0
36,F3F_S2R,F3F_S2R.31,0,0
37,F3F_S2R,F3F_S2R.31,1,0.0390015600624025
38,F3F_S2R,F3F_S2R.31,0,0
39,F3F_S2R,F3F_S2R.31,0,0
40,F3F_S2R,F3F_S2R.31,0,0
42,F3F_S2R,F3F_S2R.31,0,0
44,F3F_S2R,F3F_S2R.31,0,0
45,F3F_S2R,F3F_S2R.31,0,0
46,F3F_S2R,F3F_S2R.31,1,0.0472143531633617
47,F3F_S2R,F3F_S2R.31,0,0
5,F3F_S2R,F3F_S2R.31,2,0.760456273764259
50,F3F_S2R,F3F_S2R.31,0,0
51,F3F_S2R,F3F_S2R.31,0,0
52,F3F_S2R,F3F_S2R.31,1,0.25974025974026
53,F3F_S2R,F3F_S2R.31,0,0
54,F3F_S2R,F3F_S2R.31,0,0
55,F3F_S2R,F3F_S2R.31,0,0
56,F3F_S2R,F3F_S2R.31,0,0
57,F3F_S2R,F3F_S2R.31,0,0
58,F3F_S2R,F3F_S2R.31,1,0.049480455220188
59,F3F_S2R,F3F_S2R.31,0,0
6,F3F_S2R,F3F_S2R.31,0,0
61,F3F_S2R,F3F_S2R.31,0,0
62,F3F_S2R,F3F_S2R.31,0,0
63,F3F_S2R,F3F_S2R.31,0,0
66,F3F_S2R,F3F_S2R.31,0,0
67,F3F_S2R,F3F_S2R.31,1,0.0206185567010309
68,F3F_S2R,F3F_S2R.31,1,0.0453103760761214
69,F3F_S2R,F3F_S2R.31,0,0
7,F3F_S2R,F3F_S2R.31,0,0
70,F3F_S2R,F3F_S2R.31,0,0
71,F3F_S2R,F3F_S2R.31,0,0
72,F3F_S2R,F3F_S2R.31,0,0
73,F3F_S2R,F3F_S2R.31,0,0
75,F3F_S2R,F3F_S2R.31,0,0
76,F3F_S2R,F3F_S2R.31,0,0
77,F3F_S2R,F3F_S2R.31,0,0
78,F3F_S2R,F3F_S2R.31,0,0
79,F3F_S2R,F3F_S2R.31,0,0
8,F3F_S2R,F3F_S2R.31,0,0
80,F3F_S2R,F3F_S2R.31,0,0
81,F3F_S2R,F3F_S2R.31,0,0
82,F3F_S2R,F3F_S2R.31,0,0
84,F3F_S2R,F3F_S2R.31,0,0
85,F3F_S2R,F3F_S2R.31,0,0
87,F3F_S2R,F3F_S2R.31,3,0.126528890763391
91,F3F_S2R,F3F_S2R.31,0,0
92,F3F_S2R,F3F_S2R.31,0,0
93,F3F_S2R,F3F_S2R.31,0,0
95,F3F_S2R,F3F_S2R.31,0,0
10,F3F_S2R,F3F_S2R.32,0,0
12,F3F_S2R,F3F_S2R.32,0,0
13,F3F_S2R,F3F_S2R.32,4,1.42348754448399
15,F3F_S2R,F3F_S2R.32,0,0
16,F3F_S2R,F3F_S2R.32,0,0
17,F3F_S2R,F3F_S2R.32,0,0
18,F3F_S2R,F3F_S2R.32,0,0
2,F3F_S2R,F3F_S2R.32,0,0
20,F3F_S2R,F3F_S2R.32,0,0
21,F3F_S2R,F3F_S2R.32,0,0
23,F3F_S2R,F3F_S2R.32,0,0
24,F3F_S2R,F3F_S2R.32,0,0
25,F3F_S2R,F3F_S2R.32,0,0
26,F3F_S2R,F3F_S2R.32,0,0
27,F3F_S2R,F3F_S2R.32,0,0
28,F3F_S2R,F3F_S2R.32,0,0
29,F3F_S2R,F3F_S2R.32,0,0
30,F3F_S2R,F3F_S2R.32,0,0
31,F3F_S2R,F3F_S2R.32,8,0.147221199852779
34,F3F_S2R,F3F_S2R.32,0,0
36,F3F_S2R,F3F_S2R.32,0,0
37,F3F_S2R,F3F_S2R.32,0,0
38,F3F_S2R,F3F_S2R.32,0,0
39,F3F_S2R,F3F_S2R.32,0,0
40,F3F_S2R,F3F_S2R.32,0,0
42,F3F_S2R,F3F_S2R.32,1,0.578034682080925
44,F3F_S2R,F3F_S2R.32,0,0
45,F3F_S2R,F3F_S2R.32,2,0.0759589821496392
46,F3F_S2R,F3F_S2R.32,0,0
47,F3F_S2R,F3F_S2R.32,0,0
5,F3F_S2R,F3F_S2R.32,0,0
50,F3F_S2R,F3F_S2R.32,0,0
51,F3F_S2R,F3F_S2R.32,0,0
52,F3F_S2R,F3F_S2R.32,0,0
53,F3F_S2R,F3F_S2R.32,0,0
54,F3F_S2R,F3F_S2R.32,0,0
55,F3F_S2R,F3F_S2R.32,0,0
56,F3F_S2R,F3F_S2R.32,0,0
57,F3F_S2R,F3F_S2R.32,0,0
58,F3F_S2R,F3F_S2R.32,0,0
59,F3F_S2R,F3F_S2R.32,1,0.209643605870021
6,F3F_S2R,F3F_S2R.32,0,0
61,F3F_S2R,F3F_S2R.32,0,0
62,F3F_S2R,F3F_S2R.32,0,0
63,F3F_S2R,F3F_S2R.32,0,0
66,F3F_S2R,F3F_S2R.32,0,0
67,F3F_S2R,F3F_S2R.32,0,0
68,F3F_S2R,F3F_S2R.32,0,0
69,F3F_S2R,F3F_S2R.32,0,0
7,F3F_S2R,F3F_S2R.32,0,0
70,F3F_S2R,F3F_S2R.32,1,0.022212350066637
71,F3F_S2R,F3F_S2R.32,0,0
72,F3F_S2R,F3F_S2R.32,0,0
73,F3F_S2R,F3F_S2R.32,0,0
75,F3F_S2R,F3F_S2R.32,0,0
76,F3F_S2R,F3F_S2R.32,0,0
77,F3F_S2R,F3F_S2R.32,0,0
78,F3F_S2R,F3F_S2R.32,0,0
79,F3F_S2R,F3F_S2R.32,0,0
8,F3F_S2R,F3F_S2R.32,0,0
80,F3F_S2R,F3F_S2R.32,0,0
81,F3F_S2R,F3F_S2R.32,0,0
82,F3F_S2R,F3F_S2R.32,0,0
84,F3F_S2R,F3F_S2R.32,0,0
85,F3F_S2R,F3F_S2R.32,0,0
87,F3F_S2R,F3F_S2R.32,0,0
91,F3F_S2R,F3F_S2R.32,0,0
92,F3F_S2R,F3F_S2R.32,0,0
93,F3F_S2R,F3F_S2R.32,0,0
95,F3F_S2R,F3F_S2R.32,0,0
10,F3F_S2R,F3F_S2R.33,0,0
12,F3F_S2R,F3F_S2R.33,0,0
13,F3F_S2R,F3F_S2R.33,0,0
15,F3F_S2R,F3F_S2R.33,0,0
16,F3F_S2R,F3F_S2R.33,0,0
17,F3F_S2R,F3F_S2R.33,0,0
18,F3F_S2R,F3F_S2R.33,0,0
2,F3F_S2R,F3F_S2R.33,0,0
20,F3F_S2R,F3F_S2R.33,0,0
21,F3F_S2R,F3F_S2R.33,0,0
23,F3F_S2R,F3F_S2R.33,0,0
24,F3F_S2R,F3F_S2R.33,0,0
25,F3F_S2R,F3F_S2R.33,0,0
26,F3F_S2R,F3F_S2R.33,0,0
27,F3F_S2R,F3F_S2R.33,0,0
28,F3F_S2R,F3F_S2R.33,0,0
29,F3F_S2R,F3F_S2R.33,0,0
30,F3F_S2R,F3F_S2R.33,0,0
31,F3F_S2R,F3F_S2R.33,6,0.110415899889584
34,F3F_S2R,F3F_S2R.33,0,0
36,F3F_S2R,F3F_S2R.33,0,0
37,F3F_S2R,F3F_S2R.33,0,0
38,F3F_S2R,F3F_S2R.33,0,0
39,F3F_S2R,F3F_S2R.33,0,0
40,F3F_S2R,F3F_S2R.33,0,0
42,F3F_S2R,F3F_S2R.33,0,0
44,F3F_S2R,F3F_S2R.33,0,0
45,F3F_S2R,F3F_S2R.33,0,0
46,F3F_S2R,F3F_S2R.33,0,0
47,F3F_S2R,F3F_S2R.33,0,0
5,F3F_S2R,F3F_S2R.33,0,0
50,F3F_S2R,F3F_S2R.33,0,0
51,F3F_S2R,F3F_S2R.33,0,0
52,F3F_S2R,F3F_S2R.33,0,0
53,F3F_S2R,F3F_S2R.33,1,0.24390243902439
54,F3F_S2R,F3F_S2R.33,0,0
55,F3F_S2R,F3F_S2R.33,0,0
56,F3F_S2R,F3F_S2R.33,0,0
57,F3F_S2R,F3F_S2R.33,0,0
58,F3F_S2R,F3F_S2R.33,0,0
59,F3F_S2R,F3F_S2R.33,0,0
6,F3F_S2R,F3F_S2R.33,0,0
61,F3F_S2R,F3F_S2R.33,0,0
62,F3F_S2R,F3F_S2R.33,0,0
63,F3F_S2R,F3F_S2R.33,0,0
66,F3F_S2R,F3F_S2R.33,0,0
67,F3F_S2R,F3F_S2R.33,0,0
68,F3F_S2R,F3F_S2R.33,0,0
69,F3F_S2R,F3F_S2R.33,0,0
7,F3F_S2R,F3F_S2R.33,0,0
70,F3F_S2R,F3F_S2R.33,0,0
71,F3F_S2R,F3F_S2R.33,0,0
72,F3F_S2R,F3F_S2R.33,0,0
73,F3F_S2R,F3F_S2R.33,0,0
75,F3F_S2R,F3F_S2R.33,0,0
76,F3F_S2R,F3F_S2R.33,0,0
77,F3F_S2R,F3F_S2R.33,0,0
78,F3F_S2R,F3F_S2R.33,0,0
79,F3F_S2R,F3F_S2R.33,0,0
8,F3F_S2R,F3F_S2R.33,0,0
80,F3F_S2R,F3F_S2R.33,0,0
81,F3F_S2R,F3F_S2R.33,0,0
82,F3F_S2R,F3F_S2R.33,0,0
84,F3F_S2R,F3F_S2R.33,0,0
85,F3F_S2R,F3F_S2R.33,0,0
87,F3F_S2R,F3F_S2R.33,0,0
91,F3F_S2R,F3F_S2R.33,0,0
92,F3F_S2R,F3F_S2R.33,0,0
93,F3F_S2R,F3F_S2R.33,0,0
95,F3F_S2R,F3F_S2R.33,0,0
10,F3F_S2R,F3F_S2R.34,0,0
12,F3F_S2R,F3F_S2R.34,0,0
13,F3F_S2R,F3F_S2R.34,0,0
15,F3F_S2R,F3F_S2R.34,0,0
16,F3F_S2R,F3F_S2R.34,0,0
17,F3F_S2R,F3F_S2R.34,0,0
18,F3F_S2R,F3F_S2R.34,0,0
2,F3F_S2R,F3F_S2R.34,0,0
20,F3F_S2R,F3F_S2R.34,0,0
21,F3F_S2R,F3F_S2R.34,0,0
23,F3F_S2R,F3F_S2R.34,0,0
24,F3F_S2R,F3F_S2R.34,0,0
25,F3F_S2R,F3F_S2R.34,0,0
26,F3F_S2R,F3F_S2R.34,0,0
27,F3F_S2R,F3F_S2R.34,0,0
28,F3F_S2R,F3F_S2R.34,0,0
29,F3F_S2R,F3F_S2R.34,0,0
30,F3F_S2R,F3F_S2R.34,0,0
31,F3F_S2R,F3F_S2R.34,0,0
34,F3F_S2R,F3F_S2R.34,0,0
36,F3F_S2R,F3F_S2R.34,0,0
37,F3F_S2R,F3F_S2R.34,0,0
38,F3F_S2R,F3F_S2R.34,0,0
39,F3F_S2R,F3F_S2R.34,0,0
40,F3F_S2R,F3F_S2R.34,0,0
42,F3F_S2R,F3F_S2R.34,0,0
44,F3F_S2R,F3F_S2R.34,0,0
45,F3F_S2R,F3F_S2R.34,0,0
46,F3F_S2R,F3F_S2R.34,0,0
47,F3F_S2R,F3F_S2R.34,0,0
5,F3F_S2R,F3F_S2R.34,1,0.380228136882129
50,F3F_S2R,F3F_S2R.34,0,0
51,F3F_S2R,F3F_S2R.34,0,0
52,F3F_S2R,F3F_S2R.34,0,0
53,F3F_S2R,F3F_S2R.34,0,0
54,F3F_S2R,F3F_S2R.34,0,0
55,F3F_S2R,F3F_S2R.34,0,0
56,F3F_S2R,F3F_S2R.34,0,0
57,F3F_S2R,F3F_S2R.34,0,0
58,F3F_S2R,F3F_S2R.34,0,0
59,F3F_S2R,F3F_S2R.34,0,0
6,F3F_S2R,F3F_S2R.34,0,0
61,F3F_S2R,F3F_S2R.34,0,0
62,F3F_S2R,F3F_S2R.34,0,0
63,F3F_S2R,F3F_S2R.34,0,0
66,F3F_S2R,F3F_S2R.34,0,0
67,F3F_S2R,F3F_S2R.34,0,0
68,F3F_S2R,F3F_S2R.34,1,0.0453103760761214
69,F3F_S2R,F3F_S2R.34,0,0
7,F3F_S2R,F3F_S2R.34,0,0
70,F3F_S2R,F3F_S2R.34,0,0
71,F3F_S2R,F3F_S2R.34,0,0
72,F3F_S2R,F3F_S2R.34,0,0
73,F3F_S2R,F3F_S2R.34,0,0
75,F3F_S2R,F3F_S2R.34,0,0
76,F3F_S2R,F3F_S2R.34,0,0
77,F3F_S2R,F3F_S2R.34,0,0
78,F3F_S2R,F3F_S2R.34,1,0.0255102040816327
79,F3F_S2R,F3F_S2R.34,0,0
8,F3F_S2R,F3F_S2R.34,0,0
80,F3F_S2R,F3F_S2R.34,0,0
81,F3F_S2R,F3F_S2R.34,0,0
82,F3F_S2R,F3F_S2R.34,0,0
84,F3F_S2R,F3F_S2R.34,0,0
85,F3F_S2R,F3F_S2R.34,0,0
87,F3F_S2R,F3F_S2R.34,2,0.0843525938422607
91,F3F_S2R,F3F_S2R.34,0,0
92,F3F_S2R,F3F_S2R.34,0,0
93,F3F_S2R,F3F_S2R.34,0,0
95,F3F_S2R,F3F_S2R.34,0,0
