subject,PCR,uniqueseq,value,freq
16,F3F_S2R,F3F_S2R.15,0,0
17,F3F_S2R,F3F_S2R.15,0,0
18,F3F_S2R,F3F_S2R.15,0,0
19,F3F_S2R,F3F_S2R.15,0,0
20,F3F_S2R,F3F_S2R.15,0,0
21,F3F_S2R,F3F_S2R.15,0,0
23,F3F_S2R,F3F_S2R.15,0,0
24,F3F_S2R,F3F_S2R.15,0,0
25,F3F_S2R,F3F_S2R.15,0,0
26,F3F_S2R,F3F_S2R.15,0,0
27,F3F_S2R,F3F_S2R.15,0,0
28,F3F_S2R,F3F_S2R.15,0,0
29,F3F_S2R,F3F_S2R.15,0,0
30,F3F_S2R,F3F_S2R.15,0,0
31,F3F_S2R,F3F_S2R.15,0,0
32,F3F_S2R,F3F_S2R.15,0,0
34,F3F_S2R,F3F_S2R.15,0,0
36,F3F_S2R,F3F_S2R.15,0,0
37,F3F_S2R,F3F_S2R.15,0,0
38,F3F_S2R,F3F_S2R.15,0,0
39,F3F_S2R,F3F_S2R.15,0,0
4,F3F_S2R,F3F_S2R.15,0,0
40,F3F_S2R,F3F_S2R.15,0,0
42,F3F_S2R,F3F_S2R.15,0,0
44,F3F_S2R,F3F_S2R.15,0,0
45,F3F_S2R,F3F_S2R.15,0,0
46,F3F_S2R,F3F_S2R.15,0,0
47,F3F_S2R,F3F_S2R.15,0,0
48,F3F_S2R,F3F_S2R.15,0,0
5,F3F_S2R,F3F_S2R.15,0,0
50,F3F_S2R,F3F_S2R.15,0,0
51,F3F_S2R,F3F_S2R.15,0,0
52,F3F_S2R,F3F_S2R.15,0,0
53,F3F_S2R,F3F_S2R.15,0,0
54,F3F_S2R,F3F_S2R.15,0,0
55,F3F_S2R,F3F_S2R.15,0,0
56,F3F_S2R,F3F_S2R.15,0,0
57,F3F_S2R,F3F_S2R.15,0,0
58,F3F_S2R,F3F_S2R.15,0,0
59,F3F_S2R,F3F_S2R.15,0,0
6,F3F_S2R,F3F_S2R.15,0,0
60,F3F_S2R,F3F_S2R.15,0,0
61,F3F_S2R,F3F_S2R.15,0,0
62,F3F_S2R,F3F_S2R.15,0,0
63,F3F_S2R,F3F_S2R.15,0,0
66,F3F_S2R,F3F_S2R.15,445,52.2300469483568
67,F3F_S2R,F3F_S2R.15,3623,53.6740740740741
68,F3F_S2R,F3F_S2R.15,0,0
69,F3F_S2R,F3F_S2R.15,111,74.496644295302
7,F3F_S2R,F3F_S2R.15,0,0
70,F3F_S2R,F3F_S2R.15,0,0
71,F3F_S2R,F3F_S2R.15,1378,52.2167487684729
72,F3F_S2R,F3F_S2R.15,0,0
73,F3F_S2R,F3F_S2R.15,0,0
74,F3F_S2R,F3F_S2R.15,0,0
75,F3F_S2R,F3F_S2R.15,0,0
76,F3F_S2R,F3F_S2R.15,0,0
77,F3F_S2R,F3F_S2R.15,0,0
78,F3F_S2R,F3F_S2R.15,0,0
79,F3F_S2R,F3F_S2R.15,0,0
8,F3F_S2R,F3F_S2R.15,0,0
80,F3F_S2R,F3F_S2R.15,0,0
81,F3F_S2R,F3F_S2R.15,0,0
82,F3F_S2R,F3F_S2R.15,0,0
84,F3F_S2R,F3F_S2R.15,0,0
85,F3F_S2R,F3F_S2R.15,0,0
87,F3F_S2R,F3F_S2R.15,0,0
90,F3F_S2R,F3F_S2R.15,0,0
91,F3F_S2R,F3F_S2R.15,0,0
92,F3F_S2R,F3F_S2R.15,0,0
93,F3F_S2R,F3F_S2R.15,0,0
95,F3F_S2R,F3F_S2R.15,0,0
10,F3F_S2R,F3F_S2R.17,0,0
12,F3F_S2R,F3F_S2R.17,1,0.191570881226054
13,F3F_S2R,F3F_S2R.17,0,0
15,F3F_S2R,F3F_S2R.17,0,0
16,F3F_S2R,F3F_S2R.17,349,32.0477502295684
17,F3F_S2R,F3F_S2R.17,0,0
18,F3F_S2R,F3F_S2R.17,0,0
19,F3F_S2R,F3F_S2R.17,2930,89.1390325524795
20,F3F_S2R,F3F_S2R.17,0,0
21,F3F_S2R,F3F_S2R.17,58,66.6666666666667
23,F3F_S2R,F3F_S2R.17,0,0
24,F3F_S2R,F3F_S2R.17,0,0
25,F3F_S2R,F3F_S2R.17,0,0
26,F3F_S2R,F3F_S2R.17,0,0
27,F3F_S2R,F3F_S2R.17,0,0
28,F3F_S2R,F3F_S2R.17,0,0
29,F3F_S2R,F3F_S2R.17,1,0.609756097560976
30,F3F_S2R,F3F_S2R.17,95,52.4861878453039
31,F3F_S2R,F3F_S2R.17,0,0
32,F3F_S2R,F3F_S2R.17,0,0
34,F3F_S2R,F3F_S2R.17,0,0
36,F3F_S2R,F3F_S2R.17,0,0
37,F3F_S2R,F3F_S2R.17,0,0
38,F3F_S2R,F3F_S2R.17,0,0
39,F3F_S2R,F3F_S2R.17,10,0.693962526023595
4,F3F_S2R,F3F_S2R.17,0,0
40,F3F_S2R,F3F_S2R.17,0,0
42,F3F_S2R,F3F_S2R.17,27,12
44,F3F_S2R,F3F_S2R.17,0,0
45,F3F_S2R,F3F_S2R.17,0,0
46,F3F_S2R,F3F_S2R.17,0,0
47,F3F_S2R,F3F_S2R.17,0,0
48,F3F_S2R,F3F_S2R.17,0,0
5,F3F_S2R,F3F_S2R.17,0,0
50,F3F_S2R,F3F_S2R.17,0,0
51,F3F_S2R,F3F_S2R.17,0,0
52,F3F_S2R,F3F_S2R.17,0,0
53,F3F_S2R,F3F_S2R.17,225,53.5714285714286
54,F3F_S2R,F3F_S2R.17,0,0
55,F3F_S2R,F3F_S2R.17,0,0
56,F3F_S2R,F3F_S2R.17,73,32.0175438596491
57,F3F_S2R,F3F_S2R.17,0,0
58,F3F_S2R,F3F_S2R.17,0,0
59,F3F_S2R,F3F_S2R.17,0,0
6,F3F_S2R,F3F_S2R.17,0,0
60,F3F_S2R,F3F_S2R.17,0,0
61,F3F_S2R,F3F_S2R.17,0,0
62,F3F_S2R,F3F_S2R.17,0,0
63,F3F_S2R,F3F_S2R.17,0,0
66,F3F_S2R,F3F_S2R.17,0,0
67,F3F_S2R,F3F_S2R.17,0,0
68,F3F_S2R,F3F_S2R.17,0,0
69,F3F_S2R,F3F_S2R.17,0,0
7,F3F_S2R,F3F_S2R.17,0,0
70,F3F_S2R,F3F_S2R.17,0,0
71,F3F_S2R,F3F_S2R.17,0,0
72,F3F_S2R,F3F_S2R.17,0,0
73,F3F_S2R,F3F_S2R.17,0,0
74,F3F_S2R,F3F_S2R.17,96,28.0701754385965
75,F3F_S2R,F3F_S2R.17,0,0
76,F3F_S2R,F3F_S2R.17,0,0
77,F3F_S2R,F3F_S2R.17,0,0
78,F3F_S2R,F3F_S2R.17,0,0
79,F3F_S2R,F3F_S2R.17,28,1.05382009785472
8,F3F_S2R,F3F_S2R.17,0,0
80,F3F_S2R,F3F_S2R.17,0,0
81,F3F_S2R,F3F_S2R.17,0,0
82,F3F_S2R,F3F_S2R.17,0,0
84,F3F_S2R,F3F_S2R.17,0,0
85,F3F_S2R,F3F_S2R.17,0,0
87,F3F_S2R,F3F_S2R.17,0,0
90,F3F_S2R,F3F_S2R.17,0,0
91,F3F_S2R,F3F_S2R.17,0,0
92,F3F_S2R,F3F_S2R.17,0,0
93,F3F_S2R,F3F_S2R.17,0,0
95,F3F_S2R,F3F_S2R.17,0,0
10,F3F_S2R,F3F_S2R.19,0,0
12,F3F_S2R,F3F_S2R.19,0,0
13,F3F_S2R,F3F_S2R.19,377,68.5454545454546
15,F3F_S2R,F3F_S2R.19,0,0
16,F3F_S2R,F3F_S2R.19,0,0
17,F3F_S2R,F3F_S2R.19,40,38.8349514563107
18,F3F_S2R,F3F_S2R.19,382,50.730411686587
19,F3F_S2R,F3F_S2R.19,0,0
20,F3F_S2R,F3F_S2R.19,0,0
21,F3F_S2R,F3F_S2R.19,0,0
23,F3F_S2R,F3F_S2R.19,0,0
24,F3F_S2R,F3F_S2R.19,0,0
25,F3F_S2R,F3F_S2R.19,0,0
26,F3F_S2R,F3F_S2R.19,0,0
27,F3F_S2R,F3F_S2R.19,0,0
28,F3F_S2R,F3F_S2R.19,0,0
29,F3F_S2R,F3F_S2R.19,0,0
30,F3F_S2R,F3F_S2R.19,0,0
31,F3F_S2R,F3F_S2R.19,0,0
32,F3F_S2R,F3F_S2R.19,0,0
34,F3F_S2R,F3F_S2R.19,0,0
36,F3F_S2R,F3F_S2R.19,0,0
37,F3F_S2R,F3F_S2R.19,0,0
38,F3F_S2R,F3F_S2R.19,0,0
39,F3F_S2R,F3F_S2R.19,0,0
4,F3F_S2R,F3F_S2R.19,0,0
40,F3F_S2R,F3F_S2R.19,0,0
42,F3F_S2R,F3F_S2R.19,198,88
44,F3F_S2R,F3F_S2R.19,0,0
45,F3F_S2R,F3F_S2R.19,402,50.4391468005019
46,F3F_S2R,F3F_S2R.19,0,0
47,F3F_S2R,F3F_S2R.19,0,0
48,F3F_S2R,F3F_S2R.19,0,0
5,F3F_S2R,F3F_S2R.19,0,0
50,F3F_S2R,F3F_S2R.19,0,0
51,F3F_S2R,F3F_S2R.19,0,0
52,F3F_S2R,F3F_S2R.19,0,0
53,F3F_S2R,F3F_S2R.19,0,0
54,F3F_S2R,F3F_S2R.19,70,45.1612903225806
55,F3F_S2R,F3F_S2R.19,0,0
56,F3F_S2R,F3F_S2R.19,0,0
57,F3F_S2R,F3F_S2R.19,0,0
58,F3F_S2R,F3F_S2R.19,0,0
59,F3F_S2R,F3F_S2R.19,1005,51.7507723995881
6,F3F_S2R,F3F_S2R.19,0,0
60,F3F_S2R,F3F_S2R.19,0,0
61,F3F_S2R,F3F_S2R.19,346,51.4115898959881
62,F3F_S2R,F3F_S2R.19,0,0
63,F3F_S2R,F3F_S2R.19,0,0
66,F3F_S2R,F3F_S2R.19,0,0
67,F3F_S2R,F3F_S2R.19,0,0
68,F3F_S2R,F3F_S2R.19,0,0
69,F3F_S2R,F3F_S2R.19,0,0
7,F3F_S2R,F3F_S2R.19,0,0
70,F3F_S2R,F3F_S2R.19,0,0
71,F3F_S2R,F3F_S2R.19,0,0
72,F3F_S2R,F3F_S2R.19,0,0
73,F3F_S2R,F3F_S2R.19,0,0
74,F3F_S2R,F3F_S2R.19,0,0
75,F3F_S2R,F3F_S2R.19,0,0
76,F3F_S2R,F3F_S2R.19,0,0
77,F3F_S2R,F3F_S2R.19,0,0
78,F3F_S2R,F3F_S2R.19,0,0
79,F3F_S2R,F3F_S2R.19,0,0
8,F3F_S2R,F3F_S2R.19,0,0
80,F3F_S2R,F3F_S2R.19,0,0
81,F3F_S2R,F3F_S2R.19,0,0
82,F3F_S2R,F3F_S2R.19,0,0
84,F3F_S2R,F3F_S2R.19,0,0
85,F3F_S2R,F3F_S2R.19,0,0
87,F3F_S2R,F3F_S2R.19,0,0
90,F3F_S2R,F3F_S2R.19,0,0
91,F3F_S2R,F3F_S2R.19,0,0
92,F3F_S2R,F3F_S2R.19,0,0
93,F3F_S2R,F3F_S2R.19,0,0
95,F3F_S2R,F3F_S2R.19,0,0
10,F3F_S2R,F3F_S2R.21,0,0
12,F3F_S2R,F3F_S2R.21,0,0
13,F3F_S2R,F3F_S2R.21,0,0
15,F3F_S2R,F3F_S2R.21,0,0
16,F3F_S2R,F3F_S2R.21,0,0
17,F3F_S2R,F3F_S2R.21,0,0
18,F3F_S2R,F3F_S2R.21,0,0
19,F3F_S2R,F3F_S2R.21,0,0
20,F3F_S2R,F3F_S2R.21,0,0
21,F3F_S2R,F3F_S2R.21,0,0
23,F3F_S2R,F3F_S2R.21,0,0
24,F3F_S2R,F3F_S2R.21,0,0
25,F3F_S2R,F3F_S2R.21,0,0
26,F3F_S2R,F3F_S2R.21,0,0
27,F3F_S2R,F3F_S2R.21,977,50.2572016460905
28,F3F_S2R,F3F_S2R.21,0,0
29,F3F_S2R,F3F_S2R.21,0,0
30,F3F_S2R,F3F_S2R.21,0,0
31,F3F_S2R,F3F_S2R.21,0,0
32,F3F_S2R,F3F_S2R.21,0,0
34,F3F_S2R,F3F_S2R.21,389,48.625
36,F3F_S2R,F3F_S2R.21,0,0
37,F3F_S2R,F3F_S2R.21,0,0
38,F3F_S2R,F3F_S2R.21,0,0
39,F3F_S2R,F3F_S2R.21,0,0
4,F3F_S2R,F3F_S2R.21,566,70.1363073110285
40,F3F_S2R,F3F_S2R.21,0,0
42,F3F_S2R,F3F_S2R.21,0,0
44,F3F_S2R,F3F_S2R.21,0,0
45,F3F_S2R,F3F_S2R.21,0,0
46,F3F_S2R,F3F_S2R.21,0,0
47,F3F_S2R,F3F_S2R.21,0,0
48,F3F_S2R,F3F_S2R.21,0,0
5,F3F_S2R,F3F_S2R.21,0,0
50,F3F_S2R,F3F_S2R.21,0,0
51,F3F_S2R,F3F_S2R.21,0,0
52,F3F_S2R,F3F_S2R.21,0,0
53,F3F_S2R,F3F_S2R.21,0,0
54,F3F_S2R,F3F_S2R.21,0,0
55,F3F_S2R,F3F_S2R.21,0,0
56,F3F_S2R,F3F_S2R.21,0,0
57,F3F_S2R,F3F_S2R.21,0,0
58,F3F_S2R,F3F_S2R.21,0,0
59,F3F_S2R,F3F_S2R.21,0,0
6,F3F_S2R,F3F_S2R.21,117,46.9879518072289
60,F3F_S2R,F3F_S2R.21,0,0
61,F3F_S2R,F3F_S2R.21,0,0
62,F3F_S2R,F3F_S2R.21,0,0
63,F3F_S2R,F3F_S2R.21,0,0
66,F3F_S2R,F3F_S2R.21,0,0
67,F3F_S2R,F3F_S2R.21,0,0
68,F3F_S2R,F3F_S2R.21,0,0
69,F3F_S2R,F3F_S2R.21,0,0
7,F3F_S2R,F3F_S2R.21,0,0
70,F3F_S2R,F3F_S2R.21,0,0
71,F3F_S2R,F3F_S2R.21,0,0
72,F3F_S2R,F3F_S2R.21,0,0
73,F3F_S2R,F3F_S2R.21,0,0
74,F3F_S2R,F3F_S2R.21,0,0
75,F3F_S2R,F3F_S2R.21,0,0
76,F3F_S2R,F3F_S2R.21,0,0
77,F3F_S2R,F3F_S2R.21,0,0
78,F3F_S2R,F3F_S2R.21,0,0
79,F3F_S2R,F3F_S2R.21,0,0
8,F3F_S2R,F3F_S2R.21,0,0
80,F3F_S2R,F3F_S2R.21,0,0
81,F3F_S2R,F3F_S2R.21,0,0
82,F3F_S2R,F3F_S2R.21,0,0
84,F3F_S2R,F3F_S2R.21,0,0
85,F3F_S2R,F3F_S2R.21,0,0
87,F3F_S2R,F3F_S2R.21,0,0
90,F3F_S2R,F3F_S2R.21,0,0
91,F3F_S2R,F3F_S2R.21,0,0
92,F3F_S2R,F3F_S2R.21,0,0
93,F3F_S2R,F3F_S2R.21,0,0
95,F3F_S2R,F3F_S2R.21,0,0
10,F3F_S2R,F3F_S2R.23,0,0
12,F3F_S2R,F3F_S2R.23,0,0
13,F3F_S2R,F3F_S2R.23,0,0
15,F3F_S2R,F3F_S2R.23,0,0
16,F3F_S2R,F3F_S2R.23,0,0
17,F3F_S2R,F3F_S2R.23,0,0
18,F3F_S2R,F3F_S2R.23,0,0
19,F3F_S2R,F3F_S2R.23,0,0
20,F3F_S2R,F3F_S2R.23,0,0
21,F3F_S2R,F3F_S2R.23,0,0
23,F3F_S2R,F3F_S2R.23,0,0
24,F3F_S2R,F3F_S2R.23,0,0
25,F3F_S2R,F3F_S2R.23,0,0
26,F3F_S2R,F3F_S2R.23,0,0
27,F3F_S2R,F3F_S2R.23,0,0
28,F3F_S2R,F3F_S2R.23,0,0
29,F3F_S2R,F3F_S2R.23,0,0
30,F3F_S2R,F3F_S2R.23,0,0
31,F3F_S2R,F3F_S2R.23,0,0
32,F3F_S2R,F3F_S2R.23,0,0
34,F3F_S2R,F3F_S2R.23,0,0
36,F3F_S2R,F3F_S2R.23,0,0
37,F3F_S2R,F3F_S2R.23,0,0
38,F3F_S2R,F3F_S2R.23,0,0
39,F3F_S2R,F3F_S2R.23,0,0
4,F3F_S2R,F3F_S2R.23,0,0
40,F3F_S2R,F3F_S2R.23,0,0
42,F3F_S2R,F3F_S2R.23,0,0
44,F3F_S2R,F3F_S2R.23,0,0
45,F3F_S2R,F3F_S2R.23,0,0
46,F3F_S2R,F3F_S2R.23,0,0
47,F3F_S2R,F3F_S2R.23,0,0
48,F3F_S2R,F3F_S2R.23,0,0
5,F3F_S2R,F3F_S2R.23,0,0
50,F3F_S2R,F3F_S2R.23,0,0
51,F3F_S2R,F3F_S2R.23,0,0
52,F3F_S2R,F3F_S2R.23,0,0
53,F3F_S2R,F3F_S2R.23,0,0
54,F3F_S2R,F3F_S2R.23,0,0
55,F3F_S2R,F3F_S2R.23,0,0
56,F3F_S2R,F3F_S2R.23,0,0
57,F3F_S2R,F3F_S2R.23,0,0
58,F3F_S2R,F3F_S2R.23,0,0
59,F3F_S2R,F3F_S2R.23,0,0
6,F3F_S2R,F3F_S2R.23,0,0
60,F3F_S2R,F3F_S2R.23,0,0
61,F3F_S2R,F3F_S2R.23,0,0
62,F3F_S2R,F3F_S2R.23,0,0
63,F3F_S2R,F3F_S2R.23,0,0
66,F3F_S2R,F3F_S2R.23,407,47.7699530516432
67,F3F_S2R,F3F_S2R.23,0,0
68,F3F_S2R,F3F_S2R.23,0,0
69,F3F_S2R,F3F_S2R.23,0,0
7,F3F_S2R,F3F_S2R.23,0,0
70,F3F_S2R,F3F_S2R.23,0,0
71,F3F_S2R,F3F_S2R.23,0,0
72,F3F_S2R,F3F_S2R.23,0,0
73,F3F_S2R,F3F_S2R.23,0,0
74,F3F_S2R,F3F_S2R.23,0,0
75,F3F_S2R,F3F_S2R.23,0,0
76,F3F_S2R,F3F_S2R.23,0,0
77,F3F_S2R,F3F_S2R.23,0,0
78,F3F_S2R,F3F_S2R.23,0,0
79,F3F_S2R,F3F_S2R.23,0,0
8,F3F_S2R,F3F_S2R.23,0,0
80,F3F_S2R,F3F_S2R.23,0,0
81,F3F_S2R,F3F_S2R.23,0,0
82,F3F_S2R,F3F_S2R.23,0,0
84,F3F_S2R,F3F_S2R.23,0,0
85,F3F_S2R,F3F_S2R.23,0,0
87,F3F_S2R,F3F_S2R.23,0,0
90,F3F_S2R,F3F_S2R.23,0,0
91,F3F_S2R,F3F_S2R.23,0,0
92,F3F_S2R,F3F_S2R.23,0,0
93,F3F_S2R,F3F_S2R.23,0,0
95,F3F_S2R,F3F_S2R.23,0,0
10,F3F_S2R,F3F_S2R.25,0,0
12,F3F_S2R,F3F_S2R.25,0,0
13,F3F_S2R,F3F_S2R.25,0,0
15,F3F_S2R,F3F_S2R.25,0,0
16,F3F_S2R,F3F_S2R.25,0,0
17,F3F_S2R,F3F_S2R.25,0,0
18,F3F_S2R,F3F_S2R.25,0,0
19,F3F_S2R,F3F_S2R.25,0,0
20,F3F_S2R,F3F_S2R.25,0,0
21,F3F_S2R,F3F_S2R.25,0,0
23,F3F_S2R,F3F_S2R.25,0,0
24,F3F_S2R,F3F_S2R.25,0,0
25,F3F_S2R,F3F_S2R.25,0,0
26,F3F_S2R,F3F_S2R.25,0,0
27,F3F_S2R,F3F_S2R.25,0,0
28,F3F_S2R,F3F_S2R.25,0,0
29,F3F_S2R,F3F_S2R.25,0,0
30,F3F_S2R,F3F_S2R.25,0,0
31,F3F_S2R,F3F_S2R.25,78,1.35088326983027
32,F3F_S2R,F3F_S2R.25,0,0
34,F3F_S2R,F3F_S2R.25,0,0
36,F3F_S2R,F3F_S2R.25,0,0
37,F3F_S2R,F3F_S2R.25,0,0
38,F3F_S2R,F3F_S2R.25,0,0
39,F3F_S2R,F3F_S2R.25,0,0
4,F3F_S2R,F3F_S2R.25,0,0
40,F3F_S2R,F3F_S2R.25,0,0
42,F3F_S2R,F3F_S2R.25,0,0
44,F3F_S2R,F3F_S2R.25,0,0
45,F3F_S2R,F3F_S2R.25,0,0
46,F3F_S2R,F3F_S2R.25,0,0
47,F3F_S2R,F3F_S2R.25,0,0
48,F3F_S2R,F3F_S2R.25,0,0
5,F3F_S2R,F3F_S2R.25,0,0
50,F3F_S2R,F3F_S2R.25,0,0
51,F3F_S2R,F3F_S2R.25,0,0
52,F3F_S2R,F3F_S2R.25,0,0
53,F3F_S2R,F3F_S2R.25,0,0
54,F3F_S2R,F3F_S2R.25,0,0
55,F3F_S2R,F3F_S2R.25,0,0
56,F3F_S2R,F3F_S2R.25,0,0
57,F3F_S2R,F3F_S2R.25,0,0
58,F3F_S2R,F3F_S2R.25,0,0
59,F3F_S2R,F3F_S2R.25,0,0
6,F3F_S2R,F3F_S2R.25,0,0
60,F3F_S2R,F3F_S2R.25,0,0
61,F3F_S2R,F3F_S2R.25,0,0
62,F3F_S2R,F3F_S2R.25,0,0
63,F3F_S2R,F3F_S2R.25,0,0
66,F3F_S2R,F3F_S2R.25,0,0
67,F3F_S2R,F3F_S2R.25,0,0
68,F3F_S2R,F3F_S2R.25,0,0
69,F3F_S2R,F3F_S2R.25,0,0
7,F3F_S2R,F3F_S2R.25,0,0
70,F3F_S2R,F3F_S2R.25,0,0
71,F3F_S2R,F3F_S2R.25,0,0
72,F3F_S2R,F3F_S2R.25,0,0
73,F3F_S2R,F3F_S2R.25,0,0
74,F3F_S2R,F3F_S2R.25,0,0
75,F3F_S2R,F3F_S2R.25,0,0
76,F3F_S2R,F3F_S2R.25,0,0
77,F3F_S2R,F3F_S2R.25,0,0
78,F3F_S2R,F3F_S2R.25,0,0
79,F3F_S2R,F3F_S2R.25,0,0
8,F3F_S2R,F3F_S2R.25,0,0
80,F3F_S2R,F3F_S2R.25,0,0
81,F3F_S2R,F3F_S2R.25,0,0
82,F3F_S2R,F3F_S2R.25,0,0
84,F3F_S2R,F3F_S2R.25,0,0
85,F3F_S2R,F3F_S2R.25,0,0
87,F3F_S2R,F3F_S2R.25,8,0.279037321241716
90,F3F_S2R,F3F_S2R.25,0,0
91,F3F_S2R,F3F_S2R.25,0,0
92,F3F_S2R,F3F_S2R.25,0,0
93,F3F_S2R,F3F_S2R.25,0,0
95,F3F_S2R,F3F_S2R.25,0,0
10,F3F_S2R,F3F_S2R.27,0,0
12,F3F_S2R,F3F_S2R.27,0,0
13,F3F_S2R,F3F_S2R.27,0,0
15,F3F_S2R,F3F_S2R.27,18,0.576738224927908
16,F3F_S2R,F3F_S2R.27,0,0
17,F3F_S2R,F3F_S2R.27,0,0
18,F3F_S2R,F3F_S2R.27,0,0
19,F3F_S2R,F3F_S2R.27,0,0
20,F3F_S2R,F3F_S2R.27,0,0
21,F3F_S2R,F3F_S2R.27,0,0
23,F3F_S2R,F3F_S2R.27,13,0.220077873709159
24,F3F_S2R,F3F_S2R.27,0,0
25,F3F_S2R,F3F_S2R.27,0,0
26,F3F_S2R,F3F_S2R.27,0,0
27,F3F_S2R,F3F_S2R.27,0,0
28,F3F_S2R,F3F_S2R.27,0,0
29,F3F_S2R,F3F_S2R.27,0,0
30,F3F_S2R,F3F_S2R.27,0,0
31,F3F_S2R,F3F_S2R.27,0,0
32,F3F_S2R,F3F_S2R.27,0,0
34,F3F_S2R,F3F_S2R.27,0,0
36,F3F_S2R,F3F_S2R.27,0,0
37,F3F_S2R,F3F_S2R.27,0,0
38,F3F_S2R,F3F_S2R.27,0,0
39,F3F_S2R,F3F_S2R.27,0,0
4,F3F_S2R,F3F_S2R.27,0,0
40,F3F_S2R,F3F_S2R.27,0,0
42,F3F_S2R,F3F_S2R.27,0,0
44,F3F_S2R,F3F_S2R.27,0,0
45,F3F_S2R,F3F_S2R.27,0,0
46,F3F_S2R,F3F_S2R.27,0,0
47,F3F_S2R,F3F_S2R.27,0,0
48,F3F_S2R,F3F_S2R.27,0,0
5,F3F_S2R,F3F_S2R.27,1,0.253164556962025
50,F3F_S2R,F3F_S2R.27,0,0
51,F3F_S2R,F3F_S2R.27,0,0
52,F3F_S2R,F3F_S2R.27,0,0
53,F3F_S2R,F3F_S2R.27,0,0
54,F3F_S2R,F3F_S2R.27,0,0
55,F3F_S2R,F3F_S2R.27,0,0
56,F3F_S2R,F3F_S2R.27,0,0
57,F3F_S2R,F3F_S2R.27,0,0
58,F3F_S2R,F3F_S2R.27,0,0
59,F3F_S2R,F3F_S2R.27,0,0
6,F3F_S2R,F3F_S2R.27,0,0
60,F3F_S2R,F3F_S2R.27,0,0
61,F3F_S2R,F3F_S2R.27,0,0
62,F3F_S2R,F3F_S2R.27,0,0
63,F3F_S2R,F3F_S2R.27,0,0
66,F3F_S2R,F3F_S2R.27,0,0
67,F3F_S2R,F3F_S2R.27,0,0
68,F3F_S2R,F3F_S2R.27,0,0
69,F3F_S2R,F3F_S2R.27,0,0
7,F3F_S2R,F3F_S2R.27,0,0
70,F3F_S2R,F3F_S2R.27,0,0
71,F3F_S2R,F3F_S2R.27,0,0
72,F3F_S2R,F3F_S2R.27,0,0
73,F3F_S2R,F3F_S2R.27,0,0
74,F3F_S2R,F3F_S2R.27,0,0
75,F3F_S2R,F3F_S2R.27,0,0
76,F3F_S2R,F3F_S2R.27,0,0
77,F3F_S2R,F3F_S2R.27,0,0
78,F3F_S2R,F3F_S2R.27,0,0
79,F3F_S2R,F3F_S2R.27,0,0
8,F3F_S2R,F3F_S2R.27,0,0
80,F3F_S2R,F3F_S2R.27,0,0
81,F3F_S2R,F3F_S2R.27,0,0
82,F3F_S2R,F3F_S2R.27,0,0
84,F3F_S2R,F3F_S2R.27,0,0
85,F3F_S2R,F3F_S2R.27,0,0
87,F3F_S2R,F3F_S2R.27,0,0
90,F3F_S2R,F3F_S2R.27,0,0
91,F3F_S2R,F3F_S2R.27,0,0
92,F3F_S2R,F3F_S2R.27,0,0
93,F3F_S2R,F3F_S2R.27,0,0
95,F3F_S2R,F3F_S2R.27,0,0
10,F3F_S2R,F3F_S2R.28,0,0
12,F3F_S2R,F3F_S2R.28,0,0
13,F3F_S2R,F3F_S2R.28,0,0
15,F3F_S2R,F3F_S2R.28,0,0
16,F3F_S2R,F3F_S2R.28,0,0
17,F3F_S2R,F3F_S2R.28,0,0
18,F3F_S2R,F3F_S2R.28,0,0
19,F3F_S2R,F3F_S2R.28,0,0
20,F3F_S2R,F3F_S2R.28,0,0
21,F3F_S2R,F3F_S2R.28,0,0
23,F3F_S2R,F3F_S2R.28,0,0
24,F3F_S2R,F3F_S2R.28,0,0
25,F3F_S2R,F3F_S2R.28,0,0
26,F3F_S2R,F3F_S2R.28,0,0
27,F3F_S2R,F3F_S2R.28,0,0
28,F3F_S2R,F3F_S2R.28,0,0
29,F3F_S2R,F3F_S2R.28,0,0
30,F3F_S2R,F3F_S2R.28,0,0
31,F3F_S2R,F3F_S2R.28,9,0.155871146518878
32,F3F_S2R,F3F_S2R.28,0,0
34,F3F_S2R,F3F_S2R.28,0,0
36,F3F_S2R,F3F_S2R.28,0,0
37,F3F_S2R,F3F_S2R.28,0,0
38,F3F_S2R,F3F_S2R.28,0,0
39,F3F_S2R,F3F_S2R.28,0,0
4,F3F_S2R,F3F_S2R.28,0,0
40,F3F_S2R,F3F_S2R.28,0,0
42,F3F_S2R,F3F_S2R.28,0,0
44,F3F_S2R,F3F_S2R.28,0,0
45,F3F_S2R,F3F_S2R.28,0,0
46,F3F_S2R,F3F_S2R.28,0,0
47,F3F_S2R,F3F_S2R.28,0,0
48,F3F_S2R,F3F_S2R.28,0,0
5,F3F_S2R,F3F_S2R.28,0,0
50,F3F_S2R,F3F_S2R.28,0,0
51,F3F_S2R,F3F_S2R.28,0,0
52,F3F_S2R,F3F_S2R.28,0,0
53,F3F_S2R,F3F_S2R.28,0,0
54,F3F_S2R,F3F_S2R.28,0,0
55,F3F_S2R,F3F_S2R.28,0,0
56,F3F_S2R,F3F_S2R.28,0,0
57,F3F_S2R,F3F_S2R.28,0,0
58,F3F_S2R,F3F_S2R.28,0,0
59,F3F_S2R,F3F_S2R.28,0,0
6,F3F_S2R,F3F_S2R.28,0,0
60,F3F_S2R,F3F_S2R.28,0,0
