subject,PCR,uniqueseq,value,freq
42,MM2F_S3R,MM2F_S3R.21,0,0
44,MM2F_S3R,MM2F_S3R.21,0,0
45,MM2F_S3R,MM2F_S3R.21,0,0
46,MM2F_S3R,MM2F_S3R.21,0,0
47,MM2F_S3R,MM2F_S3R.21,0,0
48,MM2F_S3R,MM2F_S3R.21,0,0
49,MM2F_S3R,MM2F_S3R.21,0,0
5,MM2F_S3R,MM2F_S3R.21,0,0
50,MM2F_S3R,MM2F_S3R.21,0,0
51,MM2F_S3R,MM2F_S3R.21,0,0
52,MM2F_S3R,MM2F_S3R.21,0,0
53,MM2F_S3R,MM2F_S3R.21,0,0
54,MM2F_S3R,MM2F_S3R.21,0,0
55,MM2F_S3R,MM2F_S3R.21,0,0
56,MM2F_S3R,MM2F_S3R.21,0,0
57,MM2F_S3R,MM2F_S3R.21,0,0
58,MM2F_S3R,MM2F_S3R.21,0,0
59,MM2F_S3R,MM2F_S3R.21,0,0
6,MM2F_S3R,MM2F_S3R.21,0,0
60,MM2F_S3R,MM2F_S3R.21,0,0
61,MM2F_S3R,MM2F_S3R.21,0,0
62,MM2F_S3R,MM2F_S3R.21,0,0
63,MM2F_S3R,MM2F_S3R.21,0,0
66,MM2F_S3R,MM2F_S3R.21,0,0
67,MM2F_S3R,MM2F_S3R.21,0,0
68,MM2F_S3R,MM2F_S3R.21,0,0
69,MM2F_S3R,MM2F_S3R.21,0,0
7,MM2F_S3R,MM2F_S3R.21,0,0
70,MM2F_S3R,MM2F_S3R.21,0,0
71,MM2F_S3R,MM2F_S3R.21,0,0
72,MM2F_S3R,MM2F_S3R.21,0,0
73,MM2F_S3R,MM2F_S3R.21,0,0
74,MM2F_S3R,MM2F_S3R.21,0,0
75,MM2F_S3R,MM2F_S3R.21,0,0
76,MM2F_S3R,MM2F_S3R.21,0,0
77,MM2F_S3R,MM2F_S3R.21,0,0
78,MM2F_S3R,MM2F_S3R.21,4757,49.1425619834711
79,MM2F_S3R,MM2F_S3R.21,0,0
8,MM2F_S3R,MM2F_S3R.21,0,0
80,MM2F_S3R,MM2F_S3R.21,0,0
81,MM2F_S3R,MM2F_S3R.21,2158,49.4273934951901
82,MM2F_S3R,MM2F_S3R.21,0,0
84,MM2F_S3R,MM2F_S3R.21,3160,49.7402801825909
85,MM2F_S3R,MM2F_S3R.21,0,0
87,MM2F_S3R,MM2F_S3R.21,0,0
90,MM2F_S3R,MM2F_S3R.21,0,0
91,MM2F_S3R,MM2F_S3R.21,0,0
92,MM2F_S3R,MM2F_S3R.21,0,0
93,MM2F_S3R,MM2F_S3R.21,0,0
95,MM2F_S3R,MM2F_S3R.21,0,0
10,MM2F_S3R,MM2F_S3R.23,0,0
12,MM2F_S3R,MM2F_S3R.23,0,0
13,MM2F_S3R,MM2F_S3R.23,0,0
15,MM2F_S3R,MM2F_S3R.23,0,0
16,MM2F_S3R,MM2F_S3R.23,0,0
17,MM2F_S3R,MM2F_S3R.23,0,0
18,MM2F_S3R,MM2F_S3R.23,0,0
19,MM2F_S3R,MM2F_S3R.23,0,0
2,MM2F_S3R,MM2F_S3R.23,0,0
20,MM2F_S3R,MM2F_S3R.23,0,0
21,MM2F_S3R,MM2F_S3R.23,0,0
23,MM2F_S3R,MM2F_S3R.23,0,0
24,MM2F_S3R,MM2F_S3R.23,0,0
25,MM2F_S3R,MM2F_S3R.23,0,0
26,MM2F_S3R,MM2F_S3R.23,0,0
27,MM2F_S3R,MM2F_S3R.23,0,0
28,MM2F_S3R,MM2F_S3R.23,0,0
29,MM2F_S3R,MM2F_S3R.23,0,0
30,MM2F_S3R,MM2F_S3R.23,0,0
31,MM2F_S3R,MM2F_S3R.23,0,0
32,MM2F_S3R,MM2F_S3R.23,0,0
34,MM2F_S3R,MM2F_S3R.23,0,0
36,MM2F_S3R,MM2F_S3R.23,0,0
37,MM2F_S3R,MM2F_S3R.23,0,0
38,MM2F_S3R,MM2F_S3R.23,0,0
39,MM2F_S3R,MM2F_S3R.23,0,0
4,MM2F_S3R,MM2F_S3R.23,0,0
40,MM2F_S3R,MM2F_S3R.23,0,0
42,MM2F_S3R,MM2F_S3R.23,0,0
44,MM2F_S3R,MM2F_S3R.23,0,0
45,MM2F_S3R,MM2F_S3R.23,0,0
46,MM2F_S3R,MM2F_S3R.23,0,0
47,MM2F_S3R,MM2F_S3R.23,0,0
48,MM2F_S3R,MM2F_S3R.23,0,0
49,MM2F_S3R,MM2F_S3R.23,0,0
5,MM2F_S3R,MM2F_S3R.23,0,0
50,MM2F_S3R,MM2F_S3R.23,0,0
51,MM2F_S3R,MM2F_S3R.23,0,0
52,MM2F_S3R,MM2F_S3R.23,0,0
53,MM2F_S3R,MM2F_S3R.23,0,0
54,MM2F_S3R,MM2F_S3R.23,0,0
55,MM2F_S3R,MM2F_S3R.23,0,0
56,MM2F_S3R,MM2F_S3R.23,0,0
57,MM2F_S3R,MM2F_S3R.23,0,0
58,MM2F_S3R,MM2F_S3R.23,0,0
59,MM2F_S3R,MM2F_S3R.23,0,0
6,MM2F_S3R,MM2F_S3R.23,0,0
60,MM2F_S3R,MM2F_S3R.23,0,0
61,MM2F_S3R,MM2F_S3R.23,0,0
62,MM2F_S3R,MM2F_S3R.23,0,0
63,MM2F_S3R,MM2F_S3R.23,0,0
66,MM2F_S3R,MM2F_S3R.23,7406,49.2780624126689
67,MM2F_S3R,MM2F_S3R.23,0,0
68,MM2F_S3R,MM2F_S3R.23,0,0
69,MM2F_S3R,MM2F_S3R.23,0,0
7,MM2F_S3R,MM2F_S3R.23,0,0
70,MM2F_S3R,MM2F_S3R.23,0,0
71,MM2F_S3R,MM2F_S3R.23,0,0
72,MM2F_S3R,MM2F_S3R.23,0,0
73,MM2F_S3R,MM2F_S3R.23,0,0
74,MM2F_S3R,MM2F_S3R.23,0,0
75,MM2F_S3R,MM2F_S3R.23,0,0
76,MM2F_S3R,MM2F_S3R.23,0,0
77,MM2F_S3R,MM2F_S3R.23,0,0
78,MM2F_S3R,MM2F_S3R.23,0,0
79,MM2F_S3R,MM2F_S3R.23,0,0
8,MM2F_S3R,MM2F_S3R.23,0,0
80,MM2F_S3R,MM2F_S3R.23,0,0
81,MM2F_S3R,MM2F_S3R.23,0,0
82,MM2F_S3R,MM2F_S3R.23,0,0
84,MM2F_S3R,MM2F_S3R.23,0,0
85,MM2F_S3R,MM2F_S3R.23,0,0
87,MM2F_S3R,MM2F_S3R.23,0,0
90,MM2F_S3R,MM2F_S3R.23,0,0
91,MM2F_S3R,MM2F_S3R.23,0,0
92,MM2F_S3R,MM2F_S3R.23,0,0
93,MM2F_S3R,MM2F_S3R.23,0,0
95,MM2F_S3R,MM2F_S3R.23,0,0
10,MM2F_S3R,MM2F_S3R.25,0,0
12,MM2F_S3R,MM2F_S3R.25,0,0
13,MM2F_S3R,MM2F_S3R.25,0,0
15,MM2F_S3R,MM2F_S3R.25,0,0
16,MM2F_S3R,MM2F_S3R.25,6947,49.3991324752898
17,MM2F_S3R,MM2F_S3R.25,0,0
18,MM2F_S3R,MM2F_S3R.25,0,0
19,MM2F_S3R,MM2F_S3R.25,0,0
2,MM2F_S3R,MM2F_S3R.25,0,0
20,MM2F_S3R,MM2F_S3R.25,0,0
21,MM2F_S3R,MM2F_S3R.25,0,0
23,MM2F_S3R,MM2F_S3R.25,0,0
24,MM2F_S3R,MM2F_S3R.25,0,0
25,MM2F_S3R,MM2F_S3R.25,0,0
26,MM2F_S3R,MM2F_S3R.25,0,0
27,MM2F_S3R,MM2F_S3R.25,0,0
28,MM2F_S3R,MM2F_S3R.25,0,0
29,MM2F_S3R,MM2F_S3R.25,0,0
30,MM2F_S3R,MM2F_S3R.25,0,0
31,MM2F_S3R,MM2F_S3R.25,0,0
32,MM2F_S3R,MM2F_S3R.25,0,0
34,MM2F_S3R,MM2F_S3R.25,0,0
36,MM2F_S3R,MM2F_S3R.25,0,0
37,MM2F_S3R,MM2F_S3R.25,0,0
38,MM2F_S3R,MM2F_S3R.25,0,0
39,MM2F_S3R,MM2F_S3R.25,0,0
4,MM2F_S3R,MM2F_S3R.25,0,0
40,MM2F_S3R,MM2F_S3R.25,0,0
42,MM2F_S3R,MM2F_S3R.25,0,0
44,MM2F_S3R,MM2F_S3R.25,0,0
45,MM2F_S3R,MM2F_S3R.25,0,0
46,MM2F_S3R,MM2F_S3R.25,0,0
47,MM2F_S3R,MM2F_S3R.25,0,0
48,MM2F_S3R,MM2F_S3R.25,0,0
49,MM2F_S3R,MM2F_S3R.25,0,0
5,MM2F_S3R,MM2F_S3R.25,0,0
50,MM2F_S3R,MM2F_S3R.25,0,0
51,MM2F_S3R,MM2F_S3R.25,0,0
52,MM2F_S3R,MM2F_S3R.25,0,0
53,MM2F_S3R,MM2F_S3R.25,0,0
54,MM2F_S3R,MM2F_S3R.25,0,0
55,MM2F_S3R,MM2F_S3R.25,0,0
56,MM2F_S3R,MM2F_S3R.25,0,0
57,MM2F_S3R,MM2F_S3R.25,0,0
58,MM2F_S3R,MM2F_S3R.25,0,0
59,MM2F_S3R,MM2F_S3R.25,0,0
6,MM2F_S3R,MM2F_S3R.25,0,0
60,MM2F_S3R,MM2F_S3R.25,0,0
61,MM2F_S3R,MM2F_S3R.25,0,0
62,MM2F_S3R,MM2F_S3R.25,0,0
63,MM2F_S3R,MM2F_S3R.25,0,0
66,MM2F_S3R,MM2F_S3R.25,0,0
67,MM2F_S3R,MM2F_S3R.25,0,0
68,MM2F_S3R,MM2F_S3R.25,0,0
69,MM2F_S3R,MM2F_S3R.25,0,0
7,MM2F_S3R,MM2F_S3R.25,0,0
70,MM2F_S3R,MM2F_S3R.25,0,0
71,MM2F_S3R,MM2F_S3R.25,0,0
72,MM2F_S3R,MM2F_S3R.25,0,0
73,MM2F_S3R,MM2F_S3R.25,0,0
74,MM2F_S3R,MM2F_S3R.25,0,0
75,MM2F_S3R,MM2F_S3R.25,0,0
76,MM2F_S3R,MM2F_S3R.25,0,0
77,MM2F_S3R,MM2F_S3R.25,0,0
78,MM2F_S3R,MM2F_S3R.25,0,0
79,MM2F_S3R,MM2F_S3R.25,0,0
8,MM2F_S3R,MM2F_S3R.25,0,0
80,MM2F_S3R,MM2F_S3R.25,0,0
81,MM2F_S3R,MM2F_S3R.25,0,0
82,MM2F_S3R,MM2F_S3R.25,0,0
84,MM2F_S3R,MM2F_S3R.25,0,0
85,MM2F_S3R,MM2F_S3R.25,0,0
87,MM2F_S3R,MM2F_S3R.25,0,0
90,MM2F_S3R,MM2F_S3R.25,0,0
91,MM2F_S3R,MM2F_S3R.25,0,0
92,MM2F_S3R,MM2F_S3R.25,0,0
93,MM2F_S3R,MM2F_S3R.25,0,0
95,MM2F_S3R,MM2F_S3R.25,0,0
10,MM2F_S3R,MM2F_S3R.27,36,0.579336981010621
12,MM2F_S3R,MM2F_S3R.27,63,0.579896907216495
13,MM2F_S3R,MM2F_S3R.27,0,0
15,MM2F_S3R,MM2F_S3R.27,0,0
16,MM2F_S3R,MM2F_S3R.27,0,0
17,MM2F_S3R,MM2F_S3R.27,0,0
18,MM2F_S3R,MM2F_S3R.27,159,0.656617798884989
19,MM2F_S3R,MM2F_S3R.27,0,0
2,MM2F_S3R,MM2F_S3R.27,0,0
20,MM2F_S3R,MM2F_S3R.27,97,0.775503677646306
21,MM2F_S3R,MM2F_S3R.27,0,0
23,MM2F_S3R,MM2F_S3R.27,0,0
24,MM2F_S3R,MM2F_S3R.27,0,0
25,MM2F_S3R,MM2F_S3R.27,0,0
26,MM2F_S3R,MM2F_S3R.27,208,1.51980125675873
27,MM2F_S3R,MM2F_S3R.27,0,0
28,MM2F_S3R,MM2F_S3R.27,94,0.740040938434892
29,MM2F_S3R,MM2F_S3R.27,0,0
30,MM2F_S3R,MM2F_S3R.27,0,0
31,MM2F_S3R,MM2F_S3R.27,0,0
32,MM2F_S3R,MM2F_S3R.27,0,0
34,MM2F_S3R,MM2F_S3R.27,135,0.832562442183164
36,MM2F_S3R,MM2F_S3R.27,72,1.40268848626534
37,MM2F_S3R,MM2F_S3R.27,63,0.700778642936596
38,MM2F_S3R,MM2F_S3R.27,0,0
39,MM2F_S3R,MM2F_S3R.27,55,0.733920469709101
4,MM2F_S3R,MM2F_S3R.27,0,0
40,MM2F_S3R,MM2F_S3R.27,0,0
42,MM2F_S3R,MM2F_S3R.27,0,0
44,MM2F_S3R,MM2F_S3R.27,0,0
45,MM2F_S3R,MM2F_S3R.27,68,0.760796598791676
46,MM2F_S3R,MM2F_S3R.27,42,0.523429710867398
47,MM2F_S3R,MM2F_S3R.27,0,0
48,MM2F_S3R,MM2F_S3R.27,0,0
49,MM2F_S3R,MM2F_S3R.27,0,0
5,MM2F_S3R,MM2F_S3R.27,0,0
50,MM2F_S3R,MM2F_S3R.27,0,0
51,MM2F_S3R,MM2F_S3R.27,0,0
52,MM2F_S3R,MM2F_S3R.27,148,1.37623209968384
53,MM2F_S3R,MM2F_S3R.27,0,0
54,MM2F_S3R,MM2F_S3R.27,32,0.687432867883996
55,MM2F_S3R,MM2F_S3R.27,35,0.666666666666667
56,MM2F_S3R,MM2F_S3R.27,0,0
57,MM2F_S3R,MM2F_S3R.27,66,0.62624537432394
58,MM2F_S3R,MM2F_S3R.27,36,0.554699537750385
59,MM2F_S3R,MM2F_S3R.27,0,0
6,MM2F_S3R,MM2F_S3R.27,29,0.652271704903284
60,MM2F_S3R,MM2F_S3R.27,98,0.865342163355408
61,MM2F_S3R,MM2F_S3R.27,0,0
62,MM2F_S3R,MM2F_S3R.27,59,0.607934054611025
63,MM2F_S3R,MM2F_S3R.27,46,0.778473514977153
66,MM2F_S3R,MM2F_S3R.27,0,0
67,MM2F_S3R,MM2F_S3R.27,0,0
68,MM2F_S3R,MM2F_S3R.27,48,0.749882830807686
69,MM2F_S3R,MM2F_S3R.27,0,0
7,MM2F_S3R,MM2F_S3R.27,70,0.627633820496727
70,MM2F_S3R,MM2F_S3R.27,0,0
71,MM2F_S3R,MM2F_S3R.27,0,0
72,MM2F_S3R,MM2F_S3R.27,48,0.720396217919856
73,MM2F_S3R,MM2F_S3R.27,0,0
74,MM2F_S3R,MM2F_S3R.27,0,0
75,MM2F_S3R,MM2F_S3R.27,329,1.40370338766106
76,MM2F_S3R,MM2F_S3R.27,120,1.31348511383538
77,MM2F_S3R,MM2F_S3R.27,45,1.59857904085258
78,MM2F_S3R,MM2F_S3R.27,0,0
79,MM2F_S3R,MM2F_S3R.27,129,0.68755996162456
8,MM2F_S3R,MM2F_S3R.27,90,0.656407264240391
80,MM2F_S3R,MM2F_S3R.27,0,0
81,MM2F_S3R,MM2F_S3R.27,0,0
82,MM2F_S3R,MM2F_S3R.27,217,1.5274160625044
84,MM2F_S3R,MM2F_S3R.27,0,0
85,MM2F_S3R,MM2F_S3R.27,123,0.966829114919038
87,MM2F_S3R,MM2F_S3R.27,0,0
90,MM2F_S3R,MM2F_S3R.27,90,0.741106719367589
91,MM2F_S3R,MM2F_S3R.27,91,0.965312400551607
92,MM2F_S3R,MM2F_S3R.27,0,0
93,MM2F_S3R,MM2F_S3R.27,57,0.723074971457567
95,MM2F_S3R,MM2F_S3R.27,78,0.899031811894882
10,MM2F_S3R,MM2F_S3R.28,0,0
12,MM2F_S3R,MM2F_S3R.28,77,0.708762886597938
13,MM2F_S3R,MM2F_S3R.28,76,0.716710675216899
15,MM2F_S3R,MM2F_S3R.28,76,0.738222438076736
16,MM2F_S3R,MM2F_S3R.28,105,0.746640119462419
17,MM2F_S3R,MM2F_S3R.28,0,0
18,MM2F_S3R,MM2F_S3R.28,0,0
19,MM2F_S3R,MM2F_S3R.28,184,1.27326828593177
2,MM2F_S3R,MM2F_S3R.28,37,0.641247833622184
20,MM2F_S3R,MM2F_S3R.28,0,0
21,MM2F_S3R,MM2F_S3R.28,48,1.1054813450023
23,MM2F_S3R,MM2F_S3R.28,0,0
24,MM2F_S3R,MM2F_S3R.28,0,0
25,MM2F_S3R,MM2F_S3R.28,0,0
26,MM2F_S3R,MM2F_S3R.28,0,0
27,MM2F_S3R,MM2F_S3R.28,0,0
28,MM2F_S3R,MM2F_S3R.28,0,0
29,MM2F_S3R,MM2F_S3R.28,0,0
30,MM2F_S3R,MM2F_S3R.28,108,1.3172338090011
31,MM2F_S3R,MM2F_S3R.28,173,0.675042921804277
32,MM2F_S3R,MM2F_S3R.28,68,1.30819545979223
34,MM2F_S3R,MM2F_S3R.28,0,0
36,MM2F_S3R,MM2F_S3R.28,0,0
37,MM2F_S3R,MM2F_S3R.28,0,0
38,MM2F_S3R,MM2F_S3R.28,0,0
39,MM2F_S3R,MM2F_S3R.28,46,0.613824392847612
4,MM2F_S3R,MM2F_S3R.28,150,0.676528955439293
40,MM2F_S3R,MM2F_S3R.28,0,0
42,MM2F_S3R,MM2F_S3R.28,47,0.659279001262449
44,MM2F_S3R,MM2F_S3R.28,0,0
45,MM2F_S3R,MM2F_S3R.28,0,0
46,MM2F_S3R,MM2F_S3R.28,0,0
47,MM2F_S3R,MM2F_S3R.28,64,1.43304970891178
48,MM2F_S3R,MM2F_S3R.28,0,0
49,MM2F_S3R,MM2F_S3R.28,0,0
5,MM2F_S3R,MM2F_S3R.28,63,0.697828976517501
50,MM2F_S3R,MM2F_S3R.28,65,1.2512030798845
51,MM2F_S3R,MM2F_S3R.28,0,0
52,MM2F_S3R,MM2F_S3R.28,0,0
53,MM2F_S3R,MM2F_S3R.28,207,1.25652543401724
54,MM2F_S3R,MM2F_S3R.28,0,0
55,MM2F_S3R,MM2F_S3R.28,0,0
56,MM2F_S3R,MM2F_S3R.28,40,0.775344058926148
57,MM2F_S3R,MM2F_S3R.28,0,0
58,MM2F_S3R,MM2F_S3R.28,0,0
59,MM2F_S3R,MM2F_S3R.28,0,0
6,MM2F_S3R,MM2F_S3R.28,0,0
60,MM2F_S3R,MM2F_S3R.28,0,0
61,MM2F_S3R,MM2F_S3R.28,0,0
62,MM2F_S3R,MM2F_S3R.28,69,0.71097372488408
63,MM2F_S3R,MM2F_S3R.28,0,0
66,MM2F_S3R,MM2F_S3R.28,0,0
67,MM2F_S3R,MM2F_S3R.28,0,0
68,MM2F_S3R,MM2F_S3R.28,0,0
69,MM2F_S3R,MM2F_S3R.28,0,0
7,MM2F_S3R,MM2F_S3R.28,0,0
70,MM2F_S3R,MM2F_S3R.28,0,0
71,MM2F_S3R,MM2F_S3R.28,0,0
72,MM2F_S3R,MM2F_S3R.28,0,0
73,MM2F_S3R,MM2F_S3R.28,0,0
74,MM2F_S3R,MM2F_S3R.28,68,0.613829211048926
75,MM2F_S3R,MM2F_S3R.28,0,0
76,MM2F_S3R,MM2F_S3R.28,0,0
77,MM2F_S3R,MM2F_S3R.28,0,0
78,MM2F_S3R,MM2F_S3R.28,0,0
79,MM2F_S3R,MM2F_S3R.28,123,0.655580428525744
8,MM2F_S3R,MM2F_S3R.28,0,0
80,MM2F_S3R,MM2F_S3R.28,0,0
81,MM2F_S3R,MM2F_S3R.28,37,0.847457627118644
82,MM2F_S3R,MM2F_S3R.28,0,0
84,MM2F_S3R,MM2F_S3R.28,47,0.739807964741067
85,MM2F_S3R,MM2F_S3R.28,0,0
87,MM2F_S3R,MM2F_S3R.28,81,0.77742585660812
90,MM2F_S3R,MM2F_S3R.28,0,0
91,MM2F_S3R,MM2F_S3R.28,0,0
92,MM2F_S3R,MM2F_S3R.28,0,0
93,MM2F_S3R,MM2F_S3R.28,0,0
95,MM2F_S3R,MM2F_S3R.28,0,0
10,MM2F_S3R,MM2F_S3R.29,53,0.85291277759897
12,MM2F_S3R,MM2F_S3R.29,0,0
13,MM2F_S3R,MM2F_S3R.29,0,0
15,MM2F_S3R,MM2F_S3R.29,0,0
16,MM2F_S3R,MM2F_S3R.29,0,0
17,MM2F_S3R,MM2F_S3R.29,0,0
18,MM2F_S3R,MM2F_S3R.29,0,0
19,MM2F_S3R,MM2F_S3R.29,0,0
2,MM2F_S3R,MM2F_S3R.29,0,0
20,MM2F_S3R,MM2F_S3R.29,0,0
21,MM2F_S3R,MM2F_S3R.29,0,0
23,MM2F_S3R,MM2F_S3R.29,256,1.28960757644451
24,MM2F_S3R,MM2F_S3R.29,0,0
25,MM2F_S3R,MM2F_S3R.29,0,0
26,MM2F_S3R,MM2F_S3R.29,0,0
27,MM2F_S3R,MM2F_S3R.29,62,0.699695293984878
28,MM2F_S3R,MM2F_S3R.29,0,0
29,MM2F_S3R,MM2F_S3R.29,0,0
30,MM2F_S3R,MM2F_S3R.29,0,0
31,MM2F_S3R,MM2F_S3R.29,154,0.600905259872015
32,MM2F_S3R,MM2F_S3R.29,0,0
34,MM2F_S3R,MM2F_S3R.29,0,0
36,MM2F_S3R,MM2F_S3R.29,0,0
37,MM2F_S3R,MM2F_S3R.29,74,0.82313681868743
38,MM2F_S3R,MM2F_S3R.29,0,0
39,MM2F_S3R,MM2F_S3R.29,0,0
4,MM2F_S3R,MM2F_S3R.29,0,0
40,MM2F_S3R,MM2F_S3R.29,0,0
42,MM2F_S3R,MM2F_S3R.29,0,0
44,MM2F_S3R,MM2F_S3R.29,0,0
45,MM2F_S3R,MM2F_S3R.29,0,0
46,MM2F_S3R,MM2F_S3R.29,0,0
47,MM2F_S3R,MM2F_S3R.29,0,0
48,MM2F_S3R,MM2F_S3R.29,34,1.06482931412465
49,MM2F_S3R,MM2F_S3R.29,0,0
5,MM2F_S3R,MM2F_S3R.29,0,0
50,MM2F_S3R,MM2F_S3R.29,0,0
51,MM2F_S3R,MM2F_S3R.29,46,1.06333795654184
52,MM2F_S3R,MM2F_S3R.29,0,0
53,MM2F_S3R,MM2F_S3R.29,0,0
54,MM2F_S3R,MM2F_S3R.29,0,0
55,MM2F_S3R,MM2F_S3R.29,0,0
56,MM2F_S3R,MM2F_S3R.29,0,0
57,MM2F_S3R,MM2F_S3R.29,0,0
58,MM2F_S3R,MM2F_S3R.29,0,0
59,MM2F_S3R,MM2F_S3R.29,0,0
6,MM2F_S3R,MM2F_S3R.29,0,0
60,MM2F_S3R,MM2F_S3R.29,0,0
61,MM2F_S3R,MM2F_S3R.29,0,0
62,MM2F_S3R,MM2F_S3R.29,0,0
63,MM2F_S3R,MM2F_S3R.29,0,0
66,MM2F_S3R,MM2F_S3R.29,80,0.532304211857076
67,MM2F_S3R,MM2F_S3R.29,86,0.676366496264255
68,MM2F_S3R,MM2F_S3R.29,0,0
69,MM2F_S3R,MM2F_S3R.29,36,0.903841325633944
7,MM2F_S3R,MM2F_S3R.29,0,0
70,MM2F_S3R,MM2F_S3R.29,0,0
71,MM2F_S3R,MM2F_S3R.29,73,0.799036777583187
72,MM2F_S3R,MM2F_S3R.29,0,0
73,MM2F_S3R,MM2F_S3R.29,74,1.20776889179044
74,MM2F_S3R,MM2F_S3R.29,83,0.749232713486189
75,MM2F_S3R,MM2F_S3R.29,0,0
76,MM2F_S3R,MM2F_S3R.29,0,0
77,MM2F_S3R,MM2F_S3R.29,0,0
78,MM2F_S3R,MM2F_S3R.29,0,0
79,MM2F_S3R,MM2F_S3R.29,0,0
8,MM2F_S3R,MM2F_S3R.29,0,0
80,MM2F_S3R,MM2F_S3R.29,0,0
81,MM2F_S3R,MM2F_S3R.29,0,0
82,MM2F_S3R,MM2F_S3R.29,0,0
84,MM2F_S3R,MM2F_S3R.29,0,0
85,MM2F_S3R,MM2F_S3R.29,0,0
87,MM2F_S3R,MM2F_S3R.29,69,0.662251655629139
90,MM2F_S3R,MM2F_S3R.29,74,0.60935441370224
91,MM2F_S3R,MM2F_S3R.29,0,0
92,MM2F_S3R,MM2F_S3R.29,0,0
93,MM2F_S3R,MM2F_S3R.29,0,0
95,MM2F_S3R,MM2F_S3R.29,0,0
10,MM2F_S3R,MM2F_S3R.30,0,0
12,MM2F_S3R,MM2F_S3R.30,0,0
13,MM2F_S3R,MM2F_S3R.30,0,0
15,MM2F_S3R,MM2F_S3R.30,70,0.679941719281204
16,MM2F_S3R,MM2F_S3R.30,0,0
17,MM2F_S3R,MM2F_S3R.30,0,0
18,MM2F_S3R,MM2F_S3R.30,0,0
19,MM2F_S3R,MM2F_S3R.30,0,0
2,MM2F_S3R,MM2F_S3R.30,0,0
20,MM2F_S3R,MM2F_S3R.30,0,0
21,MM2F_S3R,MM2F_S3R.30,0,0
23,MM2F_S3R,MM2F_S3R.30,0,0
24,MM2F_S3R,MM2F_S3R.30,0,0
25,MM2F_S3R,MM2F_S3R.30,0,0
26,MM2F_S3R,MM2F_S3R.30,0,0
27,MM2F_S3R,MM2F_S3R.30,0,0
28,MM2F_S3R,MM2F_S3R.30,85,0.669185954967722
29,MM2F_S3R,MM2F_S3R.30,0,0
30,MM2F_S3R,MM2F_S3R.30,0,0
31,MM2F_S3R,MM2F_S3R.30,0,0
32,MM2F_S3R,MM2F_S3R.30,0,0
34,MM2F_S3R,MM2F_S3R.30,0,0
36,MM2F_S3R,MM2F_S3R.30,0,0
37,MM2F_S3R,MM2F_S3R.30,0,0
38,MM2F_S3R,MM2F_S3R.30,0,0
39,MM2F_S3R,MM2F_S3R.30,0,0
4,MM2F_S3R,MM2F_S3R.30,0,0
40,MM2F_S3R,MM2F_S3R.30,0,0
42,MM2F_S3R,MM2F_S3R.30,0,0
44,MM2F_S3R,MM2F_S3R.30,38,0.559646539027982
45,MM2F_S3R,MM2F_S3R.30,0,0
46,MM2F_S3R,MM2F_S3R.30,0,0
47,MM2F_S3R,MM2F_S3R.30,0,0
48,MM2F_S3R,MM2F_S3R.30,0,0
49,MM2F_S3R,MM2F_S3R.30,0,0
5,MM2F_S3R,MM2F_S3R.30,0,0
50,MM2F_S3R,MM2F_S3R.30,0,0
51,MM2F_S3R,MM2F_S3R.30,0,0
52,MM2F_S3R,MM2F_S3R.30,0,0
53,MM2F_S3R,MM2F_S3R.30,0,0
54,MM2F_S3R,MM2F_S3R.30,0,0
55,MM2F_S3R,MM2F_S3R.30,0,0
56,MM2F_S3R,MM2F_S3R.30,0,0
57,MM2F_S3R,MM2F_S3R.30,77,0.73061960337793
58,MM2F_S3R,MM2F_S3R.30,0,0
59,MM2F_S3R,MM2F_S3R.30,36,0.670016750418761
6,MM2F_S3R,MM2F_S3R.30,0,0
60,MM2F_S3R,MM2F_S3R.30,62,0.547461368653422
61,MM2F_S3R,MM2F_S3R.30,0,0
62,MM2F_S3R,MM2F_S3R.30,0,0
63,MM2F_S3R,MM2F_S3R.30,0,0
66,MM2F_S3R,MM2F_S3R.30,0,0
67,MM2F_S3R,MM2F_S3R.30,0,0
68,MM2F_S3R,MM2F_S3R.30,0,0
69,MM2F_S3R,MM2F_S3R.30,0,0
7,MM2F_S3R,MM2F_S3R.30,0,0
70,MM2F_S3R,MM2F_S3R.30,0,0
71,MM2F_S3R,MM2F_S3R.30,0,0
72,MM2F_S3R,MM2F_S3R.30,0,0
73,MM2F_S3R,MM2F_S3R.30,0,0
74,MM2F_S3R,MM2F_S3R.30,0,0
75,MM2F_S3R,MM2F_S3R.30,0,0
76,MM2F_S3R,MM2F_S3R.30,0,0
77,MM2F_S3R,MM2F_S3R.30,0,0
78,MM2F_S3R,MM2F_S3R.30,0,0
79,MM2F_S3R,MM2F_S3R.30,0,0
8,MM2F_S3R,MM2F_S3R.30,83,0.605353365910583
80,MM2F_S3R,MM2F_S3R.30,84,0.600085726532362
81,MM2F_S3R,MM2F_S3R.30,0,0
82,MM2F_S3R,MM2F_S3R.30,0,0
84,MM2F_S3R,MM2F_S3R.30,0,0
85,MM2F_S3R,MM2F_S3R.30,0,0
87,MM2F_S3R,MM2F_S3R.30,0,0
90,MM2F_S3R,MM2F_S3R.30,0,0
91,MM2F_S3R,MM2F_S3R.30,0,0
92,MM2F_S3R,MM2F_S3R.30,0,0
93,MM2F_S3R,MM2F_S3R.30,0,0
